GW-34|gateway|adminRegisterAgreement callable|As a label owner, I want to register an artist agreement, so that terms are recorded.|EXPORTED (index.ts:58). Accepts artistId, termMonths, royaltyRatePct, ownershipNote, optional aiGenerationConsent/signedAt; verifies admin; persists ArtistAgreement status draft.|functions/src/app/gateway/adminApi.ts:1222-1239; functions/src/index.ts:58
GW-35|gateway|adminActivateAgreement callable|As a label owner, I want to activate an artist agreement, so that it becomes binding.|EXPORTED (index.ts:59). Accepts artistId; verifies admin; updates ArtistAgreement status active.|functions/src/app/gateway/adminApi.ts:1242-1252; functions/src/index.ts:59
GW-36|gateway|adminSetLicenseTerms callable|As a label owner, I want to set binding license terms, so that custom legal wording is used.|EXPORTED (index.ts:60). Accepts kind, bodyText; verifies admin; sets isPlaceholder=false; persists LicenseTerms.|functions/src/app/gateway/adminApi.ts:1258-1266; functions/src/index.ts:60
GW-37|gateway|adminCheckReleaseCompliance callable|As a label owner, I want to run a pre-distribution compliance check, so that metadata is complete.|EXPORTED (index.ts:61). Accepts releaseId; verifies admin; runs read-only validation (credits/identifiers/splits/provenance/agreements); returns ComplianceResult.|functions/src/app/gateway/adminApi.ts:1269-1275; functions/src/index.ts:61
GW-38|gateway|adminListPendingApprovals callable|As a label owner, I want to see which consequential agent actions are blocked pending approval, so that I can unblock them.|EXPORTED (index.ts:45). Verifies admin; reads ApprovalRecord list; returns all with status pending (read-only).|functions/src/app/gateway/adminApi.ts:793-798; functions/src/index.ts:45
GW-39|gateway|adminApprove callable|As a label owner, I want to approve a blocked agent action, so that it can execute on the next run.|EXPORTED (index.ts:46). Accepts approvalId; verifies admin; updates ApprovalRecord status approved; the same (tool, args) call is then unblocked.|functions/src/app/gateway/adminApi.ts:805-815; functions/src/index.ts:46
GW-40|gateway|adminListAudit callable|As a label owner, I want to review a thread's full agent audit trail, so that I can see every action and decision.|EXPORTED (index.ts:47). Accepts threadId; verifies admin; reads all AuditEntry records for the thread; returns in call order (read-only).|functions/src/app/gateway/adminApi.ts:818-824; functions/src/index.ts:47
GW-41|gateway|runAgent callable|As a label owner, I want to run the lead agent from the admin console with a prompt, so that it can autonomously execute label tasks.|EXPORTED (index.ts:81). Accepts prompt; verifies admin; checks ANTHROPIC_API_KEY bound at deploy; builds LabelAgent; invokes graph; returns transcript (every tool/approval-blocked call audited).|functions/src/app/gateway/adminApi.ts:756-773; functions/src/index.ts:81
AGT-01|agent|create_checkout agent tool|As the lead agent, I want to create a Polar checkout for a product, so that customers can purchase.|Accepts productId; resolves Firestore product; calls injected PolarClient.createCheckout(); returns checkoutUrl + checkoutId; NOT consequential (agent can call without approval).|functions/src/app/agent/leadAgent.ts:91-102
AGT-02|agent|consequential approval gate|As the lead agent, I want to request approval before executing consequential actions, so that humans can review/block dangerous operations.|CONSEQUENTIAL_TOOLS = [deliver_release, initiate_payout, issue_sync_license, marketing_spend, publish_social_post, send_email_blast]; when approval context supplied, ApprovalGate blocks these tools; agent awaits adminApprove before retry; non-consequential tools pass through.|functions/src/app/agent/leadAgent.ts:73-80; functions/src/app/gateway/adminApi.ts:231-238
AGT-03|agent|write_plan agent tool|As the lead agent, I want to write/update its working plan, so that complex multi-step tasks are coordinated.|Injected tool from harness; mutates PlanState; used to break down multi-step workflows; not gated.|functions/src/app/agent/leadAgent.ts:223
EXP-01|exports|health endpoint|As a caller, I want to check service health and harness version, so that I know the deployment is running.|GET /health; returns {ok, service, harnessVersion}; no auth required.|functions/src/index.ts:84-86
EXP-02|exports|createCheckout (deployed)|As a customer, I want to create a Polar checkout via the public API, so that I can purchase.|Callable {productId} -> {checkoutUrl, checkoutId}; no auth required; calls PolarSdkClient; DEPLOYED.|functions/src/index.ts:88-97
EXP-03|exports|polarWebhook (deployed)|As Polar, I want to notify of paid orders via webhook, so that entitlements are granted.|onRequest receiver; verifies Standard Webhooks signature (POLAR_WEBHOOK_SECRET bound); calls handlePolarWebhook; returns {handled}; DEPLOYED.|functions/src/index.ts:99-123
