LBL-11|label|list_orders tool|As an agent, I want to list all mirrored Polar orders, so that I can report sales.|Returns a JSON array of all Order records from the admin-only orders collection (mirrored from Polar).|functions/src/app/label/tools.ts:362-370; store.ts:339-342
LBL-12|label|normalize and validate identifiers|As the system, I want to ensure only valid barcodes and recording identifiers enter the catalog, so that distribution cannot fail on bad metadata.|isValidISRC and isValidUPC check format and GS1 mod-10 check digits; normalizeISRC and normalizeUPC strip hyphens/spaces and uppercase; isValidISWC checks ISWC mod-10. All throw before any Firestore write.|identifiers.ts:27-82; identifiers.ts:88-114
LBL-13|label|validate ownership splits|As the system, I want to ensure splits sum to 100, so that royalty distribution is correct.|validateSplits checks that each split's payee is non-empty, percent is 0 lt p le 100, and the total sums to 100 (epsilon 1e-9 for floats). Throws on any violation.|identifiers.ts:135-159
LBL-14|label|seed Roots Untold starter catalog|As the system, I want to create a deterministic starter catalog, so that go-live testing is reproducible.|seedRootsUntold idempotently creates the Roots Untold artist, Foundation Stones EP (PRM-001, UPC 196633982100), three tracks with ISRCs and preview paths, private master paths, ownership splits (PlayReggaeMusic.ai 70%/Roots Untold 30%), three provenance records, a music_download product, and an ACTIVE artist agreement with AI-generation consent.|functions/src/app/label/seed.ts:169-217; store.ts:60-265
DST-01|distribution|schedule_release tool|As an agent, I want to schedule a release for DSP distribution, so that I can plan delivery.|Records a distributions/{releaseId} doc with status scheduled and the requested scheduledAt timestamp (ISO-8601). Verifies the release exists first. Does not deliver anything.|functions/src/app/distribution/tools.ts:34-45; release.ts:45-63
DST-02|distribution|request_distribution tool|As an agent, I want to prepare a release for distribution without delivering, so that I can verify its readiness.|Builds a DDEX ERN from the release/tracks/artist, validates it structurally (well-formed XML, required elements present), and reports READY to deliver or lists missing/invalid UPC/ISRC fields. Does NOT call the distributor.|functions/src/app/distribution/tools.ts:47-78; release.ts:97-153; ddex.ts:103-222
DST-03|distribution|deliver_release (CONSEQUENTIAL)|As a human approver via adminDeliverRelease, I want to deliver a release to DSPs after verifying it, so that music goes live.|Checks approved=true (throws APPROVAL_REQUIRED if false), runs compliance gate (aiGenerated/provenance per track/ownership splits sum 100/ACTIVE artist agreement with AI consent), builds and validates DDEX ERN, submits to injected DistributorClient, mirrors deliveryId/status into distributions/{releaseId} record.|functions/src/app/distribution/release.ts:97-153; store.ts:51-92
DST-04|distribution|get_distribution read operation|As the system, I want to read a release's distribution status, so that I can report on delivery lifecycle.|Returns distributions/{releaseId} record (admin-only, never public) or null if absent. Carries releaseId, status, scheduledAt?, deliveryId?, deliveredAt?, updatedAt.|functions/src/app/distribution/release.ts:156-161; store.ts:64-70
DST-05|distribution|refresh_distribution_status operation|As the system, I want to poll the distributor for an updated status, so that I can track delivery progress.|Reads distributions/{releaseId}, throws if no deliveryId exists yet, polls the injected DistributorClient.status(deliveryId), merges the refreshed status back into the record.|functions/src/app/distribution/release.ts:168-186; store.ts:79-92
DST-06|distribution|buildErnMessage function|As the system, I want to construct a DDEX ERN XML package from a release, so that it can be submitted to a distributor.|Validates release has valid UPC/barcode, all tracks have valid ISRCs, any supplied ISWCs are valid. Builds deterministic ERN-style XML with MessageHeader, ResourceList (SoundRecordings per track), ReleaseList (Release with UPC/title/artist/credits/aiDisclosure), and DealList stub. Throws before producing XML on any validation failure.|functions/src/app/distribution/ddex.ts:103-222; identifiers.ts:34-41
DST-07|distribution|validateErn function|As the system, I want to verify an ERN package is well-formed, so that invalid messages never reach the distributor.|Parses ERN XML with fast-xml-parser, returns {ok, problems[]} if well-formed and required elements present (NewReleaseMessage root, MessageHeader, ResourceList with ge 1 SoundRecordings each with ISRC, ReleaseList/Release). Does not throw; returns validation result.|functions/src/app/distribution/ddex.ts:239-293
DST-08|distribution|FakeDistributorClient test double|As the system, I want to test distribution without a live DSP account, so that gates run offline.|Records each deliver() call with deliveryId/ernXml/meta/status in memory; returns synthetic delivery id + initialStatus (default accepted). status() call advances recorded delivery to refreshedStatus (default delivered) to simulate the release going live.|functions/src/app/distribution/client.ts:145-170
DST-09|distribution|DdexDistributorClient real client|As the operator, I want to deliver ERN packages to a live distributor, so that music ships to DSPs.|POSTs ERN XML to configured base URL (env DISTRIBUTOR_BASE_URL) with Bearer token (env DISTRIBUTOR_API_TOKEN). Throws without token. status() GET polls delivery id. Only invoked in production; never in unit/emulator gates.|functions/src/app/distribution/client.ts:70-128
PUB-01|publishing|register_work tool|As an agent, I want to register a composition in the publishing registry, so that it can be linked to recordings and licensed.|Writes a PUBLIC works/{id} doc (id, title, iswc?, linkedIsrcs[]) and never writer splits. Validates ISWC (if present) and each linked ISRC; normalizes and throws on invalid identifiers. Idempotent (set-with-id).|functions/src/app/publishing/tools.ts:112-129; works.ts:109-113; identifiers.ts:88-114; identifiers.ts:27-42
PUB-02|publishing|set_writer_splits tool|As an agent, I want to set a composition's writer ownership, so that publishing royalties are correctly allocated.|Validates splits (non-empty set must sum to 100, each percent gt 0 and le 100) and writes ONLY to admin-only work_splits/{workId} collection (never public works doc). Throws on invalid splits.|functions/src/app/publishing/tools.ts:131-143; works.ts:127-139; identifiers.ts:135-159
PUB-03|publishing|register_pro_affiliation tool|As an agent, I want to affiliate a writer with a PRO/MLC, so that they can collect performance/mechanical royalties.|Takes injected ProRegistrar (FakeProRegistrar in tests, RealProRegistrar in production), calls registrar.register(affiliation), persists the affiliation to admin-only pro_affiliations/{writerId} collection, returns registrar confirmation.|functions/src/app/publishing/tools.ts:150-171; pro.ts:133-144; pro.ts:65-79; pro.ts:94-115
PUB-04|publishing|add_to_sync_catalog tool|As an agent, I want to advertise a recording for sync licensing, so that film/TV/game producers can license it.|Validates recording ISRC, writes a PUBLIC sync_catalog/{recordingId} entry (recordingId/ISRC, workId, title, available=true by default). Idempotent (set-with-id keyed by normalized ISRC).|functions/src/app/publishing/tools.ts:173-188; sync.ts:107-122; identifiers.ts:27-42
PUB-05|publishing|request_sync_license tool|As an agent, I want to record an inbound sync-license request, so that I can track licensing asks without commitment.|Validates recordingId (ISRC), termMonths (positive integer), feeCents (non-negative integer), and writes sync_licenses/{id} doc with status requested. Makes no binding commitment. Idempotent (set-with-id).|functions/src/app/publishing/tools.ts:190-209; sync.ts:164-191; identifiers.ts:27-42
PUB-06|publishing|clear_sync_license tool|As an agent, I want to verify both master and composition halves are clearable, so that I can proceed to issuance safely.|Verifies license is requested status, checks MASTER (recording in sync_catalog AND available), checks COMPOSITION (underlying work exists). Throws if either half missing/unavailable. Advances to cleared without binding commitment.|functions/src/app/publishing/tools.ts:211-222; sync.ts:202-244; sync.ts:116-132; works.ts:116-119
PUB-07|publishing|issue_sync_license tool (CONSEQUENTIAL)|As a human approver via ApprovalGate, I want to issue a cleared sync license, so that it becomes a binding commitment.|Requires license status cleared. Stamps SYNC_LICENSE_PLACEHOLDER (owner to supply binding wording before go-live), sets status issued and issuedAt timestamp. Registered in CONSEQUENTIAL_TOOLS so ApprovalGate blocks it until human approval.|functions/src/app/publishing/tools.ts:224-235; sync.ts:257-283
PUB-08|publishing|FakeProRegistrar test double|As the system, I want to test PRO/MLC affiliation without a live account, so that gates run offline.|Records each register() call in memory; returns synthetic confirmationId (fake-pro-{pro}-{counter}) and registeredAt timestamp. Never makes network calls.|functions/src/app/publishing/pro.ts:65-79
PUB-09|publishing|RealProRegistrar stub|As the operator, I want to register writer affiliations with a live PRO/MLC, so that writers can collect royalties.|Requires PRO_API_TOKEN from environment; throws loudly if token absent (fail loud rather than silent fail). Live registration logic deliberately not wired (owner-side at handoff per manifest).|functions/src/app/publishing/pro.ts:94-115
